ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
21318,Sun Oct 29 01:22:02 BRT 2023,Sun Oct 29 01:22:02 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1119,2628
21319,Sun Oct 29 01:22:02 BRT 2023,Sun Oct 29 01:22:02 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1119,2628
21320,Sun Oct 29 01:22:02 BRT 2023,Sun Oct 29 01:22:02 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,150,1115,2628
21321,Sun Oct 29 01:22:02 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1119,2628
21322,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1119,2628
21323,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1119,2628
21324,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,159,1119,2628
21325,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,188,1123,3687
21326,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:03 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,163,1115,3687
21327,Sun Oct 29 01:22:03 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,172,1119,3687
21328,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1119,2515
21329,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1123,2515
21330,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1119,2515
21331,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21332,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:04 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1119,2628
21333,Sun Oct 29 01:22:04 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1119,2628
21334,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1115,2627
21335,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1119,2709
21336,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,173,1119,2821
21337,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1123,2628
21338,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,159,1119,2628
21339,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:05 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1115,2628
21340,Sun Oct 29 01:22:05 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1119,2628
21341,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1115,2628
21342,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1119,2628
21343,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,151,1115,2628
21344,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,151,1115,2628
21345,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:06 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1119,2628
21346,Sun Oct 29 01:22:06 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1119,2628
21347,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21348,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1119,2628
21349,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1119,3611
21350,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,163,1119,3611
21351,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:07 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,173,1123,3611
21352,Sun Oct 29 01:22:07 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1123,2515
21353,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1119,2515
21354,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,163,1119,2515
21355,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21356,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1115,2628
21357,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:08 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,163,1119,2628
21358,Sun Oct 29 01:22:08 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1123,2627
21359,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1119,2709
21360,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,172,1119,2821
21361,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1119,2628
21362,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21363,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:09 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1119,2628
21364,Sun Oct 29 01:22:09 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,157,1119,2628
21365,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,151,1123,2628
21366,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,159,1119,2628
21367,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1119,2628
21368,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,151,1119,2628
21369,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1119,2628
21370,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:10 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1119,2628
21371,Sun Oct 29 01:22:10 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21372,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1115,2628
21373,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,166,1115,3862
21374,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,164,1119,3862
21375,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,173,1115,3862
21376,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:11 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1119,2628
21377,Sun Oct 29 01:22:11 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1115,2628
21378,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1119,2628
21379,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,149,1119,2628
21380,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1115,2628
21381,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1123,2628
21382,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:12 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21383,Sun Oct 29 01:22:12 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1115,2628
21384,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,163,1115,2628
21385,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1115,2628
21386,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,157,1119,2628
21387,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,157,1119,2628
21388,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:13 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1123,2628
21389,Sun Oct 29 01:22:13 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,156,1123,2628
21390,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1115,2628
21391,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1115,2628
21392,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1115,2628
21393,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,162,1119,2628
21394,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:14 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2628
21395,Sun Oct 29 01:22:14 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1123,2628
21396,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,178,1123,2628
21397,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1123,2628
21398,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1115,2628
21399,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,161,1123,2628
21400,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:15 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2610
21401,Sun Oct 29 01:22:15 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1123,2610
21402,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,172,1115,2610
21403,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1119,2676
21404,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1119,2676
21405,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,159,1119,2676
21406,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1111,2628
21407,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:16 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,153,1123,2628
21408,Sun Oct 29 01:22:16 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1115,2628
21409,Sun Oct 29 01:22:17 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,155,1123,2628
21410,Sun Oct 29 01:22:17 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,160,1119,2628
21411,Sun Oct 29 01:22:17 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,165,1119,2628
21412,Sun Oct 29 01:22:17 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,154,1115,2628
21413,Sun Oct 29 01:22:17 BRT 2023,Sun Oct 29 01:22:17 BRT 2023,POST,https://update.googleapis.com/service/update2/json?cup2key=10:978203188&cup2hreq=4cb040df01fb6d8c71aa2928791049a40adfeffa3633d9efc86fcb100e4a0cc1,200,OK,152,1115,2628
